800	0.9	1
801	0.9	1
802	0.9	1
803	0.1	0
804	0.8	1
805	0.7	1
806	1.0	1
807	1.0	1
808	0.7	1
809	0.5	1
810	0.2	1
811	0.6	1
812	0.5	1
813	0.9	1
814	1.0	1
815	0.5	1
816	1.0	1
817	0.8	1
818	1.0	1
819	0.1	1
820	1.0	1
821	0.8	1
822	0.9	1
823	1.0	1
824	0.7	1
825	1.0	1
826	1.0	1
827	0.0	0
828	0.9	1
829	0.9	1
830	0.7	1
831	0.5	1
832	1.0	1
833	1.0	1
834	0.0	0
835	1.0	1
836	0.9	1
837	1.0	1
838	0.7	1
839	0.4	1
840	1.0	1
841	0.4	1
842	0.2	0
843	0.6	1
844	1.0	1
845	0.9	1
846	1.0	1
847	0.4	1
848	0.1	1
849	0.5	1
850	1.0	1
851	1.0	1
852	1.0	1
853	0.7	1
854	1.0	1
855	1.0	1
856	1.0	1
857	1.0	1
858	0.9	1
859	1.0	1
860	0.0	0
861	1.0	1
862	0.8	1
863	0.0	0
864	0.8	1
865	1.0	1
866	0.0	1
867	0.0	0
868	0.9	1
869	0.2	1
870	0.6	1
871	1.0	1
872	0.8	1
873	0.7	1
874	1.0	1
875	1.0	1
876	1.0	1
877	0.8	1
878	0.1	1
879	1.0	1
880	1.0	1
881	1.0	1
882	0.9	1
883	1.0	1
884	0.5	1
885	0.1	0
886	0.2	1
887	0.8	1
888	1.0	1
889	1.0	1
890	0.9	1
891	1.0	1
892	1.0	1
893	1.0	1
894	1.0	1
895	1.0	1
896	0.9	1
897	1.0	1
898	0.7	1
899	0.9	1
900	1.0	1
901	1.0	1
902	0.0	0
903	1.0	1
904	1.0	1
905	1.0	1
906	0.0	1
907	0.2	1
908	0.9	1
909	1.0	1
910	1.0	1
911	0.0	1
912	0.0	0
913	0.6	0
914	0.4	1
915	0.4	1
916	1.0	1
917	0.7	1
918	1.0	1
919	1.0	1
920	1.0	1
921	0.9	1
922	1.0	1
923	1.0	1
924	0.3	1
925	0.5	1
926	0.2	1
927	1.0	1
928	0.9	1
929	0.7	1
930	0.7	1
931	0.5	1
932	1.0	1
933	0.7	1
934	0.3	1
935	0.9	1
936	1.0	1
937	0.4	1
938	0.8	1
939	0.8	1
940	1.0	1
941	0.8	1
942	0.2	1
943	0.1	1
944	1.0	1
945	0.0	0
946	0.2	0
947	0.9	1
948	1.0	1
949	0.0	0
950	0.5	0
951	0.0	0
952	1.0	1
953	0.9	1
954	0.7	1
955	0.7	1
956	1.0	1
957	1.0	1
958	0.9	1
959	0.7	1
960	0.9	1
961	0.1	1
962	0.8	1
963	0.9	1
964	0.4	1
965	1.0	1
966	0.9	1
967	1.0	1
968	1.0	1
969	0.2	1
970	0.8	1
971	0.9	1
972	1.0	1
973	1.0	1
974	0.6	1
975	0.5	1
976	1.0	1
977	0.5	1
978	1.0	1
979	0.3	1
980	0.0	1
981	1.0	1
982	0.9	1
983	0.1	1
984	0.9	1
985	1.0	1
986	0.9	1
987	1.0	1
988	1.0	1
989	0.7	1
990	1.0	1
991	0.0	1
992	0.9	1
993	1.0	1
994	1.0	1
995	1.0	1
996	0.0	0
997	0.3	1
998	1.0	1
999	0.6	0
