800	1.0	1
801	1.0	1
802	0.3	1
803	0.4	1
804	0.1	1
805	0.6	1
806	0.8	1
807	0.0	0
808	0.8	1
809	1.0	1
810	0.3	1
811	0.5	1
812	1.0	1
813	0.6	1
814	0.3	1
815	0.5	1
816	0.0	0
817	0.9	1
818	0.7	1
819	0.1	1
820	0.9	1
821	0.8	1
822	0.5	0
823	1.0	1
824	0.1	1
825	0.7	1
826	0.8	1
827	0.4	1
828	0.7	1
829	0.1	1
830	0.8	1
831	0.1	1
832	0.8	1
833	0.3	1
834	1.0	1
835	0.9	1
836	0.7	1
837	0.7	1
838	0.0	1
839	1.0	1
840	0.2	1
841	0.0	0
842	0.2	0
843	0.8	1
844	0.3	1
845	0.1	1
846	1.0	1
847	0.0	0
848	0.3	1
849	0.2	0
850	0.7	1
851	1.0	1
852	0.7	1
853	0.4	1
854	0.6	1
855	0.4	1
856	0.5	1
857	0.0	0
858	0.2	1
859	0.8	1
860	0.0	1
861	0.0	0
862	0.0	1
863	0.4	0
864	1.0	1
865	1.0	1
866	0.1	1
867	0.8	1
868	0.3	1
869	0.9	1
870	0.5	0
871	0.7	1
872	0.7	1
873	0.6	1
874	0.9	1
875	0.9	1
876	1.0	1
877	0.7	1
878	0.6	1
879	1.0	1
880	0.6	1
881	0.8	1
882	0.7	1
883	0.8	1
884	0.7	1
885	1.0	1
886	0.7	1
887	1.0	1
888	0.4	1
889	1.0	1
890	0.1	1
891	0.9	1
892	0.7	1
893	0.0	0
894	0.4	1
895	0.9	1
896	1.0	1
897	0.9	1
898	0.9	1
899	0.0	1
900	1.0	1
901	0.9	1
902	1.0	1
903	0.0	0
904	0.7	1
905	0.5	1
906	0.2	1
907	0.0	1
908	0.6	1
909	1.0	0
910	0.5	1
911	0.0	1
912	0.3	1
913	0.4	1
914	0.9	1
915	0.1	1
916	0.1	0
917	0.2	1
918	0.8	1
919	0.9	1
920	0.6	1
921	0.9	1
922	0.9	1
923	1.0	1
924	0.8	1
925	0.5	1
926	1.0	1
927	1.0	1
928	0.6	1
929	0.4	1
930	0.4	1
931	0.4	1
932	1.0	1
933	0.6	1
934	0.1	1
935	0.5	1
936	0.6	1
937	0.7	1
938	0.7	1
939	1.0	1
940	0.8	1
941	0.4	1
942	0.0	1
943	0.0	1
944	0.4	1
945	0.5	1
946	1.0	1
947	0.3	1
948	0.8	1
949	0.8	1
950	0.8	1
951	0.8	1
952	1.0	1
953	0.0	0
954	0.9	1
955	0.1	1
956	0.1	1
957	1.0	1
958	0.0	0
959	0.9	1
960	1.0	1
961	0.7	1
962	0.7	1
963	0.4	1
964	0.6	1
965	0.8	1
966	0.5	1
967	0.4	1
968	1.0	1
969	0.3	1
970	1.0	1
971	1.0	1
972	0.6	1
973	1.0	1
974	0.6	1
975	0.7	1
976	1.0	1
977	0.0	1
978	0.9	1
979	1.0	1
980	0.2	1
981	1.0	1
982	0.1	0
983	0.8	1
984	0.9	1
985	0.7	1
986	0.5	1
987	1.0	1
988	0.5	1
989	1.0	1
990	0.8	1
991	0.1	1
992	0.2	1
993	0.7	1
994	1.0	1
995	0.3	1
996	0.1	0
997	0.2	1
998	0.8	1
999	1.0	1
