802	0.7	0
803	0.0	0
804	0.0	0
805	0.1	1
806	0.6	1
807	0.1	0
808	0.9	1
809	0.0	0
810	0.0	1
811	0.0	0
812	0.8	1
813	0.0	0
814	1.0	1
815	1.0	1
816	0.0	0
817	0.6	1
818	0.8	1
819	0.1	1
820	0.7	1
821	0.4	0
822	1.0	1
823	0.2	1
824	0.0	0
825	0.8	1
826	0.2	0
827	0.0	0
828	0.5	1
829	0.6	1
830	0.0	0
831	0.2	1
832	0.2	0
833	0.0	0
834	0.0	0
835	1.0	1
836	0.7	1
837	0.0	1
838	0.8	1
839	0.1	0
840	0.2	1
841	0.0	0
842	0.0	0
843	1.0	1
844	0.0	1
845	0.2	0
846	0.0	0
847	0.4	1
848	0.7	1
849	0.9	1
850	0.3	1
851	0.0	0
852	0.0	0
853	0.9	1
854	0.1	1
855	0.4	1
856	0.3	0
857	0.0	0
858	0.0	0
859	0.5	1
860	0.2	0
861	0.0	0
862	0.4	1
863	0.2	0
864	0.5	1
865	0.0	1
866	0.0	1
867	0.0	0
868	0.4	1
869	0.0	0
870	0.2	1
871	0.2	0
872	0.6	1
873	0.6	1
874	1.0	1
875	0.9	1
876	0.0	0
877	0.0	1
878	0.0	1
879	1.0	1
880	0.7	1
881	1.0	1
882	0.0	0
883	0.8	1
884	0.3	1
885	0.0	0
886	0.0	0
887	0.2	0
888	0.2	0
889	0.3	0
890	0.0	0
891	0.0	0
892	0.0	1
893	0.0	0
894	0.0	0
895	0.0	0
896	0.1	0
897	0.2	1
898	1.0	1
899	0.3	1
900	0.0	0
901	0.0	1
902	0.1	0
903	0.0	0
904	0.7	1
905	0.0	0
906	0.1	1
907	0.0	0
908	0.5	1
909	0.8	0
910	0.0	0
911	0.0	1
912	0.0	0
913	0.5	0
914	0.6	1
915	0.3	1
916	1.0	1
917	0.0	0
918	0.2	0
919	1.0	1
920	0.0	1
921	0.0	0
922	0.9	1
923	0.7	1
924	0.1	0
925	0.7	1
926	0.9	1
927	0.0	0
928	0.1	0
929	0.6	1
930	0.0	0
931	0.5	1
932	0.7	1
933	0.0	0
934	0.0	0
935	0.4	1
936	1.0	1
937	0.1	0
938	0.0	0
939	0.6	1
940	0.3	1
941	0.5	0
942	0.0	0
943	0.0	0
944	0.4	0
945	0.0	0
946	1.0	1
947	0.0	0
948	0.0	0
949	0.3	1
950	0.7	1
951	0.1	0
952	0.1	0
953	0.7	1
954	0.3	1
955	0.1	1
956	0.0	0
957	0.3	1
958	0.0	0
959	0.2	1
960	0.0	1
961	0.0	0
962	0.2	0
963	0.0	1
964	0.4	1
965	0.1	0
966	0.9	1
967	0.4	1
968	0.1	0
969	0.3	1
970	1.0	1
971	0.0	0
972	0.3	0
973	0.2	0
974	0.9	1
975	0.0	0
976	1.0	1
977	0.0	0
978	0.9	1
979	0.5	1
980	0.1	1
981	1.0	1
982	0.3	1
983	0.5	1
984	0.0	0
985	0.8	1
986	0.0	1
987	0.5	1
988	1.0	1
989	0.1	1
990	0.4	1
991	1.0	1
992	0.0	0
993	0.6	1
994	0.6	1
995	1.0	1
996	0.2	1
997	0.0	0
998	0.0	0
999	0.7	1
800	0.8	1
801	1.0	1
