800	4.8393
801	3.8530
802	7.8338
803	4.0040
804	5.8816
805	4.7979
806	5.4952
807	3.6751
808	4.7280
809	6.0770
810	4.2527
811	6.5956
812	5.3001
813	5.0650
814	8.2403
815	8.2987
816	2.5640
817	6.3309
818	5.5118
819	4.6508
820	5.1650
821	4.6864
822	5.5645
823	4.6653
824	5.0644
825	4.6772
826	5.9856
827	5.2561
828	4.9335
829	5.3201
830	7.0425
831	7.2595
832	4.9120
833	8.2714
834	4.8798
835	3.2237
836	4.2225
837	5.2841
838	5.3358
839	4.5951
840	6.8211
841	5.9115
842	4.1437
843	5.2985
844	4.6765
845	4.2850
846	5.2721
847	5.4173
848	6.7681
849	2.9370
850	6.0096
851	7.6001
852	6.8555
853	5.0870
854	13.5298
855	6.2741
856	3.8357
857	7.2212
858	3.9029
859	6.4304
860	4.7151
861	3.9657
862	5.8683
863	2.8280
864	8.7760
865	5.3521
866	6.4670
867	3.8406
868	5.4808
869	6.4433
870	6.7474
871	4.4275
872	7.2114
873	4.4085
874	4.9888
875	5.1525
876	5.3157
877	3.5644
878	4.4143
879	2.7329
880	6.6246
881	4.4626
882	4.9789
883	4.9893
884	6.0784
885	3.3250
886	5.9178
887	3.7225
888	4.9828
889	5.3554
890	4.0569
891	8.0686
892	6.3750
893	3.3965
894	5.0847
895	6.2381
896	5.2149
897	6.8493
898	5.2519
899	4.4722
900	3.7718
901	3.8958
902	2.3946
903	4.6022
904	4.8604
905	5.8871
906	2.8215
907	5.4518
908	5.6537
909	3.7360
910	4.5893
911	4.1989
912	3.8447
913	4.1807
914	5.7671
915	5.9138
916	4.4666
917	4.1987
918	6.3235
919	4.7802
920	5.2541
921	3.1691
922	7.7464
923	4.8026
924	3.1052
925	5.1155
926	7.4902
927	5.1022
928	5.7277
929	5.7645
930	4.0300
931	5.8252
932	4.1195
933	3.3902
934	4.6531
935	3.9006
936	5.1584
937	6.2979
938	3.4824
939	5.7913
940	6.5598
941	3.7499
942	4.0953
943	3.9080
944	3.6710
945	3.3763
946	4.3129
947	4.6415
948	4.9575
949	6.0772
950	4.0201
951	6.4911
952	3.6492
953	6.4392
954	7.1257
955	5.5355
956	6.5447
957	5.8094
958	5.3597
959	6.9284
960	4.5708
961	3.9066
962	6.3272
963	4.5807
964	6.1304
965	4.6766
966	8.3946
967	6.1476
968	3.9796
969	4.2190
970	5.1390
971	3.0976
972	6.1647
973	5.4681
974	4.8665
975	2.8851
976	4.7751
977	3.5243
978	3.7995
979	3.5463
980	5.2920
981	4.3032
982	5.5443
983	4.3228
984	2.5622
985	3.5450
986	4.2398
987	4.5626
988	4.0587
989	5.7487
990	6.0683
991	6.0475
992	5.0576
993	6.0556
994	6.3748
995	7.1341
996	4.5814
997	3.7666
998	4.0575
999	4.6312
