800	5.6967
801	5.0160
802	6.4302
803	4.4819
804	4.1672
805	6.4814
806	4.3321
807	4.5339
808	3.9644
809	4.2480
810	5.6174
811	6.0279
812	3.7941
813	4.0396
814	6.3681
815	5.6627
816	3.7510
817	4.7182
818	4.9839
819	4.7687
820	5.9346
821	4.1160
822	4.7388
823	4.7752
824	5.7781
825	3.7763
826	5.0949
827	5.6508
828	4.1867
829	5.2901
830	5.2412
831	4.6728
832	4.3951
833	4.7476
834	5.1916
835	5.5953
836	3.3782
837	3.0947
838	6.2313
839	4.0311
840	5.8620
841	4.4196
842	3.4076
843	4.8106
844	5.5187
845	4.2601
846	8.0139
847	4.0481
848	6.4670
849	3.8253
850	7.1441
851	7.2543
852	3.6176
853	3.5376
854	7.9208
855	5.2348
856	3.9656
857	6.4758
858	4.2144
859	4.0087
860	5.7728
861	4.5945
862	7.2149
863	3.9301
864	11.3600
865	4.6648
866	6.4358
867	3.9061
868	5.9748
869	5.9815
870	6.7846
871	6.1895
872	4.9407
873	4.8325
874	7.7605
875	4.2646
876	4.0095
877	3.7924
878	4.2332
879	4.2410
880	6.9805
881	4.3233
882	3.7774
883	5.3841
884	5.1224
885	3.3615
886	4.1846
887	3.4924
888	3.3328
889	3.1282
890	3.8482
891	4.5933
892	4.1102
893	3.4876
894	4.9779
895	4.1981
896	5.2937
897	6.7207
898	3.6765
899	7.3227
900	5.7967
901	3.6737
902	3.3019
903	4.0556
904	4.5357
905	3.0455
906	3.6815
907	6.2014
908	5.6965
909	3.1054
910	4.5580
911	4.2708
912	3.9965
913	4.6295
914	6.4365
915	5.0545
916	4.9985
917	4.1741
918	4.5239
919	5.5042
920	5.1076
921	3.7816
922	7.8526
923	5.6624
924	2.8289
925	5.5880
926	6.5022
927	4.2687
928	6.6936
929	7.2326
930	4.4465
931	5.0200
932	3.5143
933	5.0660
934	5.4962
935	4.7865
936	3.5106
937	4.9656
938	4.8713
939	5.5876
940	6.2652
941	4.7928
942	3.9602
943	6.2246
944	4.1182
945	3.2563
946	3.7170
947	5.1305
948	4.5515
949	7.3267
950	6.0311
951	4.5040
952	3.9186
953	6.2884
954	7.5330
955	5.2904
956	4.0396
957	7.8054
958	3.8376
959	6.0344
960	3.0536
961	3.8681
962	8.6409
963	5.3831
964	5.9804
965	4.7396
966	5.5970
967	8.0032
968	5.0362
969	4.5671
970	4.7951
971	3.3289
972	6.6244
973	6.3390
974	5.2056
975	4.1701
976	4.7337
977	3.4396
978	4.2999
979	4.3504
980	5.3182
981	5.2412
982	6.1908
983	4.3049
984	2.9763
985	3.0194
986	5.3543
987	6.8078
988	3.9530
989	4.2111
990	4.4326
991	6.6945
992	6.1721
993	5.7324
994	7.9326
995	5.6717
996	4.6259
997	5.4571
998	4.5217
999	4.1040
